component *(D1/PsbA),TraesCS5D02G008300
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4D02G142500
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4D02G143900
bifunctional alpha-L-arabinofuranosidase and beta-D-xylosidase *(BXL),TraesCS4D02G252100
KDO-8-phosphate synthase,TraesCS2A02G098500
KDO-8-phosphate synthase,TraesCS2B02G114700
KDO-8-phosphate synthase,TraesCS2D02G098000
CMP-KDO synthetase,TraesCS1A02G394500
CMP-KDO synthetase,TraesCS1B02G422200
CMP-KDO synthetase,TraesCS1D02G401900
classical arabinogalactan protein,TraesCS2A02G398500
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2A02G398500
classical arabinogalactan protein,TraesCS2B02G416400
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2B02G416400
classical arabinogalactan protein,TraesCS2D02G396000
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2D02G396000
classical arabinogalactan protein,TraesCS4A02G405000
classical arabinogalactan protein,TraesCS4A02G405300
classical arabinogalactan protein,TraesCS4B02G304800
classical arabinogalactan protein *(AGP25/26),TraesCS3D02G470000
classical arabinogalactan protein,TraesCS4A02G325800
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS1A02G284500
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS1B02G293800
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS1D02G283500
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2A02G269200
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2A02G269800
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2A02G353100
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2B02G288400
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2B02G371000
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2D02G268200
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2D02G268700
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS2D02G351000
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS3A02G358900
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS3B02G391700
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS3D02G353200
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS4B02G321200
Fasciclin-type arabinogalactan protein *(FLA1),TraesCS4D02G317800
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS1A02G107500
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS1A02G396700
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS1B02G129500
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS1B02G424900
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS1D02G111600
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS1D02G404600
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS3A02G103100
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS3A02G246600
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS3B02G120700
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS3B02G272700
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS3D02G105500
Fasciclin-type arabinogalactan protein *(FLA11),TraesCS3D02G244900
Fasciclin-type arabinogalactan protein *(FLA7),TraesCS2A02G330300
Fasciclin-type arabinogalactan protein *(FLA7),TraesCS2B02G351800
Fasciclin-type arabinogalactan protein *(FLA7),TraesCS2B02G351900
Fasciclin-type arabinogalactan protein *(FLA7),TraesCS2D02G332400
Fasciclin-type arabinogalactan protein *(FLA15-FLA18),TraesCS2A02G248800
Fasciclin-type arabinogalactan protein *(FLA15-FLA18),TraesCS2B02G263900
Fasciclin-type arabinogalactan protein *(FLA15-FLA18),TraesCS2D02G250500
hydroxyproline O-galactosyltransferase *(GALT),TraesCS1A02G066300
hydroxyproline O-galactosyltransferase *(GALT),TraesCS1B02G084600
hydroxyproline O-galactosyltransferase *(GALT),TraesCS1D02G067400
"beta-1,2-arabinosyltransferase *(RRA)",TraesCS2A02G192700
"beta-1,2-arabinosyltransferase *(RRA)",TraesCS2B02G214700
"beta-1,2-arabinosyltransferase *(RRA)",TraesCS2D02G194700
"beta-1,3-arabinofuranosyltransferase *(XEG113)",TraesCS4A02G164300
"beta-1,3-arabinofuranosyltransferase *(XEG113)",TraesCS4D02G156500
"alpha-1,3-arabinofuranosyltransferase *(ExAD)",TraesCS4A02G013700
"alpha-1,3-arabinofuranosyltransferase *(ExAD)",TraesCS4B02G290000
"alpha-1,3-arabinofuranosyltransferase *(ExAD)",TraesCS4D02G289100
aldehyde decarbonylase component *(CER1),TraesCS1A02G150800
aldehyde decarbonylase component *(CER1),TraesCS1A02G150900
aldehyde decarbonylase component *(CER1),TraesCS1B02G168400
aldehyde decarbonylase component *(CER1),TraesCS1B02G168500
aldehyde decarbonylase component *(CER1),TraesCS1D02G147800
aldehyde decarbonylase component *(CER1),TraesCS1D02G147900
aldehyde decarbonylase component *(CER1),TraesCS2A02G003200
aldehyde decarbonylase component *(CER1),TraesCS2A02G385100
aldehyde decarbonylase component *(CER1),TraesCS2A02G385200
aldehyde decarbonylase component *(CER1),TraesCS2B02G402100
aldehyde decarbonylase component *(CER1),TraesCS2D02G381800
aldehyde decarbonylase component *(CER1),TraesCS2D02G381900
component *(Sec23),TraesCS4A02G151800
component *(Sec23),TraesCS4A02G230100
component *(Sec23),TraesCS4B02G085800
component *(Sec23),TraesCS4B02G163100
component *(Sec23),TraesCS4D02G083800
component *(Sec23),TraesCS4D02G151400
component *(Sec24),TraesCS2A02G012200
component *(Sec24),TraesCS2B02G008900
component *(Sec24),TraesCS2D02G012900
component *(Sec24),TraesCS4A02G202700
component *(Sec24),TraesCS4B02G106800
component *(Sec24),TraesCS4D02G103700
subunit beta,TraesCS3A02G192400
subunit beta,TraesCS3A02G193200
subunit beta,TraesCS3B02G221200
subunit beta,TraesCS3B02G221400
subunit beta,TraesCS3B02G291400
subunit beta,TraesCS3D02G195500
subunit beta,TraesCS3D02G195600
subunit gamma,TraesCS1A02G158700
subunit gamma,TraesCS1B02G174700
subunit gamma,TraesCS1D02G156000
subunit gamma,TraesCS4A02G077600
subunit gamma,TraesCS4B02G233700
subunit gamma,TraesCS4D02G234800
subunit delta,TraesCS1A02G246900
subunit delta,TraesCS1B02G257500
subunit delta,TraesCS1D02G246200
subunit delta,TraesCS3A02G352400
subunit delta,TraesCS3B02G385000
subunit delta,TraesCS3D02G346400
subunit zeta,TraesCS1A02G286000
subunit zeta,TraesCS1B02G295500
subunit zeta,TraesCS1D02G285100
subunit zeta,TraesCS3A02G356400
subunit zeta,TraesCS3B02G389200
subunit zeta,TraesCS3D02G350400
ARF-GTPase *(ARF1),TraesCS1A02G306200
ARF-GTPase *(ARF1),TraesCS1B02G317000
ARF-GTPase *(ARF1),TraesCS1D02G305900
ARF-GTPase *(ARF1),TraesCS2A02G235500
ARF-GTPase *(ARF1),TraesCS2D02G244900
ARF-GTPase *(ARF1),TraesCS3A02G337300
ARF-GTPase *(ARF1),TraesCS3B02G368600
ARF-GTPase *(ARF1),TraesCS3D02G330500
ARF-GTPase *(ARFA),TraesCS1A02G197800
ARF-GTPase *(ARFA),TraesCS1B02G212500
ARF-GTPase *(ARFA),TraesCS1D02G201300
ARF-GTPase *(ARFC),TraesCS4A02G149200
ARF-GTPase *(ARFC),TraesCS4B02G164400
ARF-GTPase *(ARFC),TraesCS4D02G152600
ARF-GEF factor *(GBF),TraesCS3A02G098600
ARF-GEF factor *(GBF),TraesCS3A02G245300
ARF-GEF factor *(GBF),TraesCS3B02G114200
ARF-GEF factor *(GBF),TraesCS3B02G274600
ARF-GEF factor *(GBF),TraesCS3D02G246200
ARF-GEF factor *(GBF),TraesCS4A02G294900
ARF-GEF factor *(GBF),TraesCS4B02G018700
ARF-GEF factor *(GBF),TraesCS4D02G016900
ARF-GEF factor *(BIG),TraesCS2A02G202900
ARF-GEF factor *(BIG),TraesCS2B02G230000
ARF-GEF factor *(BIG),TraesCS2D02G212800
ARF-GEF factor *(BIG),TraesCS4A02G067400
ARF-GEF factor *(BIG),TraesCS4B02G224700
ARF-GEF factor *(BIG),TraesCS4D02G225300
class II ARF-GAP protein,TraesCS1A02G193000
class II ARF-GAP protein,TraesCS1B02G207900
class II ARF-GAP protein,TraesCS1D02G196700
class II ARF-GAP protein,TraesCS2A02G203600
class II ARF-GAP protein,TraesCS2B02G230900
class II ARF-GAP protein,TraesCS2D02G212100
class II ARF-GAP protein,TraesCS4A02G099400
class II ARF-GAP protein,TraesCS4A02G323700
class II ARF-GAP protein,TraesCS4B02G204900
class II ARF-GAP protein,TraesCS4D02G205800
class III ARF-GAP protein,TraesCS1A02G239200
class III ARF-GAP protein,TraesCS1D02G239400
class III ARF-GAP protein,TraesCS3B02G548000
class III ARF-GAP protein,TraesCS3D02G494100
class IV ARF-GAP protein,TraesCS3A02G337800
class IV ARF-GAP protein,TraesCS3B02G369400
class IV ARF-GAP protein,TraesCS3D02G331200
class IV ARF-GAP protein,TraesCS4B02G175500
class IV ARF-GAP protein,TraesCS4D02G177400
accessory component,TraesCS3A02G185700
accessory component,TraesCS3B02G215300
accessory component,TraesCS3D02G189700
A-class Rab-GDF protein,TraesCS1A02G281600
A-class Rab-GDF protein,TraesCS1B02G290700
A-class Rab-GDF protein,TraesCS1D02G280800
A-class Rab-GDF protein,TraesCS3A02G363600
A-class Rab-GDF protein,TraesCS3B02G395800
A-class Rab-GDF protein,TraesCS3D02G357100
B-G-class Rab-GDF protein,TraesCS1A02G124100
B-G-class Rab-GDF protein,TraesCS1A02G297900
B-G-class Rab-GDF protein,TraesCS1B02G143000
B-G-class Rab-GDF protein,TraesCS1B02G307400
B-G-class Rab-GDF protein,TraesCS1D02G130300
B-G-class Rab-GDF protein,TraesCS1D02G293300
B-G-class Rab-GDF protein,TraesCS3A02G104300
B-G-class Rab-GDF protein,TraesCS3A02G348100
B-G-class Rab-GDF protein,TraesCS3B02G122600
B-G-class Rab-GDF protein,TraesCS3B02G380000
B-G-class Rab-GDF protein,TraesCS3D02G106500
B-G-class Rab-GDF protein,TraesCS3D02G341700
B-G-class Rab-GDF protein,TraesCS4A02G180500
B-G-class Rab-GDF protein,TraesCS4B02G137300
B-G-class Rab-GDF protein,TraesCS4D02G132000
component *(MON1/SAND),TraesCS3A02G535700
component *(MON1/SAND),TraesCS3B02G608200
component *(MON1/SAND),TraesCS3D02G541200
SYP1-group component,TraesCS1A02G088800
SYP1-group component,TraesCS2A02G219200
SYP1-group component,TraesCS2A02G246600
SYP1-group component,TraesCS2B02G238200
SYP1-group component,TraesCS2B02G244700
SYP1-group component,TraesCS2B02G263700
SYP1-group component,TraesCS2D02G219400
SYP1-group component,TraesCS2D02G224100
SYP1-group component,TraesCS2D02G248900
SYP1-group component,TraesCS4B02G067100
SYP2-group component,TraesCS3A02G175000
SYP2-group component,TraesCS3D02G180500
SYP3-group component,TraesCS3A02G119100
SYP3-group component,TraesCS3B02G138100
SYP3-group component,TraesCS3D02G121000
SYP4-group component,TraesCS4A02G435000
SYP8-group component,TraesCS2A02G372700
SYP8-group component,TraesCS2B02G389700
SYP8-group component,TraesCS2D02G368900
VTI-group component,TraesCS1A02G363100
VTI-group component,TraesCS1A02G363200
VTI-group component,TraesCS1B02G380300
VTI-group component,TraesCS1B02G380400
VTI-group component,TraesCS1D02G368100
VTI-group component,TraesCS1D02G368200
VTI-group component,TraesCS3A02G207400
VTI-group component,TraesCS3A02G252300
VTI-group component,TraesCS3B02G234600
VTI-group component,TraesCS3B02G283800
VTI-group component,TraesCS3D02G207900
VTI-group component,TraesCS3D02G208300
VTI-group component,TraesCS3D02G252800
Membrin-group component,TraesCS4A02G299300
Membrin-group component,TraesCS4B02G014100
Membrin-group component,TraesCS4D02G012300
NPSN-group component,TraesCS2A02G149700
NPSN-group component,TraesCS2B02G174800
NPSN-group component,TraesCS2D02G154800
NPSN-group component,TraesCS4A02G162300
NPSN-group component,TraesCS4B02G157900
NPSN-group component,TraesCS4D02G161700
Sec20-group component,TraesCS2B02G101900
Sec20-group component,TraesCS2D02G084500
Sec20-group component,TraesCS3A02G074700
Sec20-group component,TraesCS3A02G132200
Sec20-group component,TraesCS3D02G074500
SNAP25-group component,TraesCS2A02G180800
SNAP25-group component,TraesCS2A02G181400
SNAP25-group component,TraesCS2B02G208000
SNAP25-group component,TraesCS2D02G189300
SNAP25-group component,TraesCS3A02G391300
SNAP25-group component,TraesCS3B02G423500
SNAP25-group component,TraesCS3D02G384300
SNAP25-group component,TraesCS4A02G055800
SNAP25-group component,TraesCS4A02G435200
SNAP25-group component,TraesCS4B02G249000
SNAP25-group component,TraesCS4D02G249100
SYP5-group component,TraesCS4B02G347500
SYP6-group component,TraesCS3A02G508700
SYP6-group component,TraesCS3A02G508800
SYP6-group component,TraesCS3B02G577200
SYP6-group component,TraesCS3D02G516200
SYP6-group component,TraesCS4A02G208100
SYP6-group component,TraesCS4B02G111700
SYP6-group component,TraesCS4D02G109300
SFT12-group component,TraesCS2A02G187500
SFT12-group component,TraesCS2B02G219800
SFT12-group component,TraesCS2D02G200400
YKT6-group component,TraesCS3A02G377500
YKT6-group component,TraesCS3A02G511400
YKT6-group component,TraesCS3B02G410300
YKT6-group component,TraesCS3B02G579700
YKT6-group component,TraesCS3D02G370600
YKT6-group component,TraesCS3D02G519200
SEC22-group component,TraesCS3A02G157800
SEC22-group component,TraesCS3B02G184700
SEC22-group component,TraesCS3D02G165300
component *(Pex6),TraesCS2A02G457600
component *(Pex6),TraesCS2B02G480000
component *(Pex6),TraesCS2D02G458300
nicotianamine synthase *(NAS),TraesCS2A02G033500
nicotianamine synthase *(NAS),TraesCS2A02G049900
nicotianamine synthase *(NAS),TraesCS2A02G095700
nicotianamine synthase *(NAS),TraesCS2B02G047100
nicotianamine synthase *(NAS),TraesCS2B02G060800
nicotianamine synthase *(NAS),TraesCS2B02G111100
nicotianamine synthase *(NAS),TraesCS2D02G033000
nicotianamine synthase *(NAS),TraesCS2D02G049200
nicotianamine synthase *(NAS),TraesCS2D02G094200
nicotianamine synthase *(NAS),TraesCS3A02G468300
nicotianamine synthase *(NAS),TraesCS3B02G068400
nicotianamine synthase *(NAS),TraesCS3B02G068500
nicotianamine synthase *(NAS),TraesCS3D02G055800
nicotianamine synthase *(NAS),TraesCS4B02G183900
nicotianamine synthase *(NAS),TraesCS4D02G184900
scopolin-hydrolizing beta-glycosyl hydrolase *(BGLU42),TraesCS3A02G398000
scopolin-hydrolizing beta-glycosyl hydrolase *(BGLU42),TraesCS3B02G430000
scopolin-hydrolizing beta-glycosyl hydrolase *(BGLU42),TraesCS3D02G391900
E3 ubiquitin ligase *(CSU1),TraesCS4A02G101400
E3 ubiquitin ligase *(CSU1),TraesCS4B02G203200
E3 ubiquitin ligase *(CSU1),TraesCS4D02G204100
component *(EDS1),TraesCS4B02G100100
component *(PAD4),TraesCS4B02G100100
component *(EDS1),TraesCS4D02G096400
component *(PAD4),TraesCS4D02G096400
component *(PAD4),TraesCS4A02G216100
cyclodeaminase *(SARD4),TraesCS1A02G184900
cyclodeaminase *(SARD4),TraesCS1B02G192900
cyclodeaminase *(SARD4),TraesCS1D02G191900
pipecolate N-hydroxylase *(FMO1),TraesCS4A02G006300
pipecolate N-hydroxylase *(FMO1),TraesCS4A02G006400
pipecolate N-hydroxylase *(FMO1),TraesCS4A02G006600
pipecolate N-hydroxylase *(FMO1),TraesCS4A02G006700
pipecolate N-hydroxylase *(FMO1),TraesCS4B02G298400
pipecolate N-hydroxylase *(FMO1),TraesCS4B02G298500
pipecolate N-hydroxylase *(FMO1),TraesCS4B02G298600
pipecolate N-hydroxylase *(FMO1),TraesCS4B02G298700
pipecolate N-hydroxylase *(FMO1),TraesCS4B02G298800
pipecolate N-hydroxylase *(FMO1),TraesCS4D02G297200
pipecolate N-hydroxylase *(FMO1),TraesCS4D02G297300
pipecolate N-hydroxylase *(FMO1),TraesCS4D02G297400
pipecolate N-hydroxylase *(FMO1),TraesCS4D02G297600
pipecolate N-hydroxylase *(FMO1),TraesCS4D02G297700
pipecolate oxidase *(SOX),TraesCS1A02G308200
pipecolate oxidase *(SOX),TraesCS1B02G318900
pipecolate oxidase *(SOX),TraesCS1D02G307600
acidic chitinase *(CHIA),TraesCS1A02G353400
acidic chitinase *(CHIA),TraesCS1A02G353600
acidic chitinase *(CHIA),TraesCS1B02G064600
acidic chitinase *(CHIA),TraesCS1B02G065000
acidic chitinase *(CHIA),TraesCS1B02G368300
acidic chitinase *(CHIA),TraesCS1B02G368400
acidic chitinase *(CHIA),TraesCS2A02G040500
acidic chitinase *(CHIA),TraesCS2A02G040700
acidic chitinase *(CHIA),TraesCS2A02G058100
acidic chitinase *(CHIA),TraesCS2A02G469600
acidic chitinase *(CHIA),TraesCS2A02G469700
acidic chitinase *(CHIA),TraesCS2A02G469800
acidic chitinase *(CHIA),TraesCS2B02G053200
acidic chitinase *(CHIA),TraesCS2B02G492500
acidic chitinase *(CHIA),TraesCS2B02G492600
acidic chitinase *(CHIA),TraesCS2D02G039300
acidic chitinase *(CHIA),TraesCS2D02G057000
acidic chitinase *(CHIA),TraesCS2D02G450600
acidic chitinase *(CHIA),TraesCS2D02G469700
acidic chitinase *(CHIA),TraesCS3A02G239200
acidic chitinase *(CHIA),TraesCS3A02G261700
acidic chitinase *(CHIA),TraesCS3A02G349700
acidic chitinase *(CHIA),TraesCS3A02G372700
acidic chitinase *(CHIA),TraesCS3A02G372800
acidic chitinase *(CHIA),TraesCS3A02G372900
acidic chitinase *(CHIA),TraesCS3A02G373100
acidic chitinase *(CHIA),TraesCS3A02G373200
acidic chitinase *(CHIA),TraesCS3A02G373300
acidic chitinase *(CHIA),TraesCS3A02G373400
acidic chitinase *(CHIA),TraesCS3A02G373600
acidic chitinase *(CHIA),TraesCS3A02G373800
acidic chitinase *(CHIA),TraesCS3A02G376200
acidic chitinase *(CHIA),TraesCS3B02G267700
acidic chitinase *(CHIA),TraesCS3B02G294900
acidic chitinase *(CHIA),TraesCS3B02G382300
acidic chitinase *(CHIA),TraesCS3B02G405100
acidic chitinase *(CHIA),TraesCS3B02G405200
acidic chitinase *(CHIA),TraesCS3B02G405400
acidic chitinase *(CHIA),TraesCS3B02G405500
acidic chitinase *(CHIA),TraesCS3B02G405600
acidic chitinase *(CHIA),TraesCS3B02G405700
acidic chitinase *(CHIA),TraesCS3B02G405900
acidic chitinase *(CHIA),TraesCS3B02G406000
acidic chitinase *(CHIA),TraesCS3B02G408600
acidic chitinase *(CHIA),TraesCS3D02G239400
acidic chitinase *(CHIA),TraesCS3D02G261700
acidic chitinase *(CHIA),TraesCS3D02G343700
acidic chitinase *(CHIA),TraesCS3D02G365700
acidic chitinase *(CHIA),TraesCS3D02G365800
acidic chitinase *(CHIA),TraesCS3D02G366000
acidic chitinase *(CHIA),TraesCS3D02G366100
acidic chitinase *(CHIA),TraesCS3D02G366400
acidic chitinase *(CHIA),TraesCS3D02G366500
acidic chitinase *(CHIA),TraesCS3D02G368900
acidic chitinase *(CHIA),TraesCS4A02G173600
acidic chitinase *(CHIA),TraesCS4A02G173800
acidic chitinase *(CHIA),TraesCS4B02G143500
acidic chitinase *(CHIA),TraesCS4D02G142000
basic chitinase *(CHIB),TraesCS1A02G250000
basic chitinase *(CHIB),TraesCS1B02G260600
basic chitinase *(CHIB),TraesCS1B02G260700
basic chitinase *(CHIB),TraesCS1D02G249600
basic chitinase *(CHIB),TraesCS2A02G033600
basic chitinase *(CHIB),TraesCS2A02G558200
basic chitinase *(CHIB),TraesCS2B02G047300
basic chitinase *(CHIB),TraesCS2B02G622200
basic chitinase *(CHIB),TraesCS2D02G033100
basic chitinase *(CHIB),TraesCS2D02G571400
basic chitinase *(CHIB),TraesCS3A02G260100
basic chitinase *(CHIB),TraesCS3A02G260200
basic chitinase *(CHIB),TraesCS3B02G293200
basic chitinase *(CHIB),TraesCS3D02G260300
basic chitinase *(CHIB),TraesCS3D02G260500
defensin *(PDF2),TraesCS1A02G013600
defensin *(PDF2),TraesCS1A02G014000
defensin *(PDF2),TraesCS1A02G014100
defensin *(PDF2),TraesCS1A02G014800
defensin *(PDF2),TraesCS1A02G050600
defensin *(PDF2),TraesCS1A02G050700
defensin *(PDF2),TraesCS1A02G050800
defensin *(PDF2),TraesCS1A02G050900
defensin *(PDF2),TraesCS1B02G017700
defensin *(PDF2),TraesCS1B02G018000
defensin *(PDF2),TraesCS1B02G018100
defensin *(PDF2),TraesCS1B02G067000
defensin *(PDF2),TraesCS1B02G067100
defensin *(PDF2),TraesCS1B02G067300
defensin *(PDF2),TraesCS1D02G011900
defensin *(PDF2),TraesCS1D02G012000
defensin *(PDF2),TraesCS1D02G012100
defensin *(PDF2),TraesCS1D02G012600
